datetime,mean_power,max_power,min_power,std_power,peak_to_avg_ratio,avg_kitchen,avg_laundry,avg_hvac,mean_voltage,std_voltage,day_of_week,is_weekend,kmeans_cluster,kmedoids_cluster,dbscan_cluster,agg_cluster
2006-12-26,2.7320208333333333,6.496,0.418,0.9575494766645732,2.377727109816452,0.7541666666666667,1.759027777777778,10.402083333333334,241.6254375,3.1407423249757347,1,0,2,0,-1,2
2006-12-27,1.0616388888888888,5.56,0.21,0.8255954029902615,5.237185692979931,0.0,0.2180555555555555,4.844444444444444,243.76736111111111,3.662532775598006,2,0,1,2,-1,1
2006-12-28,1.4393319444444443,9.132,0.218,1.4362921419326409,6.3446101055756,1.5326388888888889,3.06875,6.372222222222222,243.26833333333332,3.769082317347416,3,0,2,0,-1,2
2006-12-29,2.204438888888889,7.238,0.216,1.3134129206327072,3.2833752101189773,0.8694444444444445,3.584722222222222,7.867361111111111,240.87130555555555,4.831277406630212,4,0,2,0,-1,2
2006-12-30,1.939709318497914,9.078,0.204,1.7414561937258313,4.680082687353323,2.1363004172461757,5.4874826147426985,8.678720445062586,240.54068845618917,4.62632842502493,5,1,2,0,-1,2
2006-12-31,2.426525,6.722,0.206,1.1642050770809431,2.7702166678686604,0.0,0.2409722222222222,4.5152777777777775,239.8965763888889,3.4792590072413807,6,1,2,0,-1,1
2007-01-01,1.909030555555556,3.558,0.204,0.9120673043449208,1.863773206586822,0.0,0.2444444444444444,4.083333333333333,240.12897916666665,2.216851061880208,0,0,1,2,-1,1
2007-01-02,0.8814138888888889,3.688,0.358,0.702746183396342,4.184186392443959,0.0,0.2416666666666666,4.5569444444444445,241.94377777777777,2.7364647824939943,1,0,1,2,-1,1
2007-01-03,0.7042041666666666,5.19,0.23,0.562507154444502,7.370021714819922,0.0,0.2388888888888889,3.3090277777777777,243.5570902777778,2.208902687507876,2,0,0,1,-1,0
2007-01-04,2.2634805555555557,5.976,0.26,1.16080006300786,2.6401817260291125,0.7298611111111111,5.2756944444444445,7.566666666666666,239.7502986111111,2.448384211640213,3,0,2,0,-1,2
2007-01-05,1.8842805555555555,5.73,0.222,1.0255427941793696,3.040948431541069,1.0298611111111111,0.2631944444444444,5.279166666666667,240.4957638888889,3.02277010313422,4,0,1,0,-1,1
2007-01-06,1.047484722222222,8.044,0.234,0.963160297111451,7.679348280073033,0.9277777777777778,0.2791666666666667,3.943055555555556,239.67305555555555,3.7463041927511385,5,1,1,2,-1,1
2007-01-07,1.6997361111111111,7.774,0.24,1.6683028431485156,4.573651138657144,1.3798611111111112,5.678472222222222,8.895833333333334,240.90248611111116,4.479279273199161,6,1,2,0,-1,2
2007-01-08,1.5565,4.97,0.216,0.9102043970863524,3.193061355605525,0.0,0.3243055555555555,12.185416666666669,239.5769513888889,2.7870070222696106,0,0,1,2,-1,1
2007-01-09,1.2979541666666667,8.67,0.202,1.2559920993228828,6.679742800368528,1.1722222222222225,2.9631944444444445,6.798611111111111,240.48752083333332,2.7444732826696043,1,0,2,0,-1,2
2007-01-10,1.496388888888889,6.836,0.212,1.2914481935287252,4.568331167625765,0.5354166666666667,3.094444444444445,7.647222222222222,241.0274513888889,3.2450511363325294,2,0,2,0,-1,1
2007-01-11,1.5661069444444444,7.754,0.21,1.484719248333794,4.951130590095575,0.9569444444444444,1.5069444444444444,8.621527777777779,241.1556875,3.5736745473308438,3,0,2,0,-1,2
2007-01-12,1.014788888888889,6.478,0.206,0.9285887817857008,6.3835937414459485,0.0,0.3048611111111111,5.747222222222222,241.53820833333336,2.549580839727224,4,0,1,2,-1,0
2007-01-13,2.213065277777777,9.272,0.212,1.901305509911016,4.189664034361592,5.420833333333333,2.0659722222222223,7.875694444444444,239.28361111111116,4.123130824825376,5,1,2,0,-1,2
2007-01-14,2.0902126476719944,7.64,0.202,1.383875158908826,3.6551305000039895,1.234885337039611,2.92911744266852,9.016678248783878,238.8218485059069,3.297268929626365,6,1,2,0,-1,2
2007-01-15,1.4921375,5.896,0.208,0.9610469913121188,3.9513784755091272,0.7631944444444444,1.554861111111111,10.529861111111112,241.2409097222222,3.0977668107083534,0,0,1,0,-1,1
2007-01-16,1.1711138888888888,5.57,0.212,0.9961406379026227,4.756155701717976,1.4326388888888888,0.4472222222222222,4.571527777777778,241.9447569444445,2.711426688522993,1,0,1,2,-1,1
2007-01-17,1.977561111111111,8.0,0.206,1.4381090691128076,4.045386994642672,2.430555555555556,3.984027777777778,11.155555555555557,241.00525,2.781230412241431,2,0,2,0,-1,2
2007-01-18,1.2649041666666667,6.808,0.212,1.0897883769725356,5.38222592620653,0.0,0.2333333333333333,9.36875,240.89359722222224,2.6979051877221267,3,0,1,2,-1,1
2007-01-19,1.0280833333333337,6.132,0.198,0.9973114846221708,5.964497041420118,1.4604166666666667,0.2291666666666666,4.980555555555555,240.16094444444445,3.0050493660726203,4,0,1,2,-1,1
2007-01-20,2.1762027777777777,8.658,0.218,1.5066381088692833,3.978489545372738,3.0027777777777778,3.626388888888889,7.944444444444445,238.8674722222222,3.649314556607973,5,1,2,0,-1,2
2007-01-21,2.366154166666667,8.018,0.206,1.8551407862702096,3.3886211274624607,7.184722222222222,3.865972222222222,8.05486111111111,238.9681180555556,4.215125400308689,6,1,2,0,-1,2
2007-01-22,1.5142319444444443,7.722,0.212,1.234595759646174,5.099615041362187,0.7319444444444444,2.071527777777778,7.889583333333333,241.60313194444444,3.4916500989408434,0,0,2,0,-1,2
2007-01-23,1.2344722222222222,6.036,0.202,1.226923858070117,4.889538939267793,0.0,0.7388888888888889,3.5145833333333334,242.7625555555556,2.7229395364092963,1,0,1,2,-1,1
2007-01-24,2.074898611111111,7.248,0.212,1.172317007860733,3.4931827324896063,2.4055555555555554,1.7222222222222223,8.155555555555555,241.45769444444448,3.2308412303887946,2,0,2,0,-1,1
2007-01-25,1.1085722222222223,5.832,0.206,0.989606912115374,5.26082097593,0.8041666666666667,0.1819444444444444,7.804861111111111,243.42436111111112,3.2428431502565904,3,0,1,2,-1,1
2007-01-26,1.1235916666666663,5.024,0.208,0.902378535578748,4.471375277198864,0.8076388888888889,0.18125,5.720833333333333,242.77179166666667,3.037604206810672,4,0,1,2,1,1
2007-01-27,1.4194944444444444,6.204,0.214,1.119102489577689,4.370570116903906,0.8125,2.705555555555556,8.593055555555555,241.6165694444444,3.255575476601174,5,1,2,0,0,1
2007-01-28,2.147466296038916,7.552,0.224,1.3530701991836516,3.516702457184056,2.4086170952050034,2.7776233495482976,8.370396108408617,240.30478804725504,3.831417059410131,6,1,2,0,-1,2
2007-01-29,1.37685,4.908,0.222,0.9339334437077872,3.564658459527182,0.7798611111111111,0.2041666666666666,10.593055555555557,240.9295972222222,4.094555866748781,0,0,1,0,-1,1
2007-01-30,1.1859708333333334,6.166,0.228,1.1651166165719002,5.199116054709046,0.7798611111111111,0.9888888888888888,5.659027777777778,241.840875,3.2380179184122606,1,0,1,2,1,1
2007-01-31,1.6414944444444444,6.59,0.226,1.2872800788324854,4.014634360965109,0.0,4.131944444444445,10.452777777777778,239.92113194444445,3.207707389331748,2,0,2,0,-1,2
2007-02-01,1.2671944444444443,7.482,0.222,1.107042024571097,5.904381946118941,0.8125,0.2680555555555555,9.12847222222222,240.3921388888889,2.6211564020679456,3,0,1,2,-1,1
2007-02-02,1.15815,5.448,0.22,0.9902841673858678,4.704053879031214,0.0,0.2472222222222222,7.873611111111111,240.3343888888889,2.3622075490252032,4,0,1,2,-1,1
2007-02-03,2.798418055555556,7.904,0.236,1.3898937081788412,2.82445290270644,3.2958333333333334,3.1756944444444444,12.384722222222225,238.91019444444444,3.236908732333425,5,1,2,0,-1,2
2007-02-04,2.4971805555555555,7.698,0.22,1.2693117539592431,3.0826765741363875,2.354861111111111,3.192361111111111,10.05,239.63333333333333,3.0428295507264425,6,1,2,0,-1,2
2007-02-05,1.1425555555555555,5.816,0.222,1.0649207859938057,5.09034328503355,0.6222222222222222,1.7805555555555554,5.450694444444444,240.8103125,2.532846755911866,0,0,1,2,-1,1
2007-02-06,0.8843611111111112,4.816,0.214,0.7795022111362108,5.445739234224329,0.8229166666666666,0.28125,3.136805555555556,241.26415972222225,2.6061498315693776,1,0,1,2,-1,1
2007-02-07,1.616679166666667,6.694,0.218,1.1937195517184798,4.140586541856635,2.2909722222222224,2.439583333333333,8.323611111111111,241.14969444444444,3.348805048156763,2,0,2,0,-1,1
2007-02-08,1.2509819444444443,5.58,0.216,1.0524453273929169,4.460496032561089,1.5458333333333334,0.2541666666666666,7.053472222222222,241.79730555555557,2.937642867822931,3,0,1,2,1,1
2007-02-09,1.1251375,6.146,0.218,1.0075205699836784,5.462443479130328,0.0,2.114583333333333,6.784722222222222,241.74044444444445,2.8809051106925323,4,0,1,2,-1,1
2007-02-10,1.964811111111111,6.88,0.254,1.506024559569056,3.501608862599176,3.5215277777777776,1.9659722222222225,10.00347222222222,240.0368263888889,3.258226472708962,5,1,2,0,-1,2
2007-02-11,2.4800194444444443,7.426,0.252,1.2343661608050598,2.9943313616492704,1.6875,3.3090277777777777,9.106944444444444,239.5061458333333,2.783063304108141,6,1,2,0,-1,2
2007-02-12,1.3038958333333333,6.514,0.222,1.0520934900786525,4.995797849393645,1.5465277777777775,0.2770833333333333,7.997916666666667,240.09850000000003,2.9643740290817946,0,0,1,2,-1,1
2007-02-13,0.9823236111111112,4.972,0.214,0.9400883244759494,5.061468485294929,0.0,1.9638888888888888,4.344444444444444,241.16685416666667,2.896853514502568,1,0,1,2,-1,1
2007-02-14,1.735188888888889,6.008,0.212,1.3674042417678116,3.462447251980252,2.2881944444444446,2.634027777777778,8.040972222222223,240.3753888888889,3.3972820537133623,2,0,2,0,-1,1
2007-02-15,1.3787125,7.234,0.246,1.226902915355341,5.246924213713881,0.0,1.6409722222222225,9.741666666666667,240.66922222222223,2.793619595431954,3,0,1,2,-1,1
2007-02-16,1.182311111111111,6.316,0.252,1.135668423890397,5.342079542891512,0.7972222222222223,0.5965277777777778,6.034027777777778,240.8209444444444,3.2227460046784824,4,0,1,2,1,1
2007-02-17,1.4423,7.33,0.214,1.262018262462176,5.082160438189004,1.2256944444444444,1.5458333333333334,4.970138888888889,239.31603472222224,2.7050642104011877,5,1,2,0,-1,1
2007-02-18,2.6595569444444447,7.16,0.226,1.5581848979008397,2.692177738459988,4.240972222222222,5.557638888888889,9.11736111111111,239.1708055555556,2.9987207679784875,6,1,2,0,-1,2
2007-02-19,1.5184819444444444,7.682,0.218,1.373675778167348,5.0589998966438525,1.1347222222222222,2.013888888888889,9.086805555555555,239.78958333333333,3.704017816467906,0,0,2,0,-1,2
2007-02-20,2.18745,8.374,0.25,1.2994659394792043,3.828201787469428,1.4291666666666667,3.604861111111111,6.745138888888889,239.86544444444445,2.6929832273246057,1,0,2,0,-1,2
2007-02-21,1.4394958333333332,8.974,0.21,1.2632524415356827,6.234127110475601,2.449305555555556,1.6194444444444445,8.019444444444444,240.46096527777777,2.666886402580628,2,0,2,0,-1,1
2007-02-22,2.3431696801112656,9.41,0.252,1.5605483246234553,4.01592768968962,0.9798331015299028,2.8713490959666204,8.519471488178025,238.62353963838663,3.3292578791549645,3,0,2,0,-1,2
2007-02-23,0.9121388888888888,5.468,0.206,0.7174993270934723,5.994701099369613,0.0,0.3493055555555555,7.490277777777778,240.68596527777777,1.9248920726879408,4,0,1,2,-1,0
2007-02-24,0.4964736111111111,2.464,0.204,0.5261700347682237,4.963002956965934,0.0,0.2520833333333333,2.473611111111111,239.86310416666663,2.388846946126681,5,1,0,1,-1,0
2007-02-25,0.3484305555555556,1.536,0.21,0.2741823564661453,4.408338980348387,0.0,0.2284722222222222,1.1527777777777777,241.6815486111111,1.800517037663564,6,1,0,1,2,0
2007-02-26,0.3947805555555556,1.558,0.21,0.3400105245637926,3.946496295410249,0.0,0.2298611111111111,1.9652777777777777,241.27359027777777,2.3423585843122003,0,0,0,1,2,0
2007-02-27,0.3597999999999999,1.47,0.21,0.2854327589866136,4.085603112840468,0.0,0.2180555555555555,1.336111111111111,242.9442708333333,2.056389360623139,1,0,0,1,2,0
2007-02-28,0.3616486111111111,1.486,0.21,0.2900275252294228,4.108960892824911,0.0,0.2361111111111111,1.3701388888888888,242.15959027777777,2.093606379142978,2,0,0,1,2,0
2007-03-01,0.3594194444444444,1.472,0.208,0.2912436378801564,4.09549350418499,0.0,0.2194444444444444,1.375,241.3214027777778,1.9629224299170016,3,0,0,1,2,0
2007-03-02,0.3581166666666666,1.468,0.208,0.2854725553308339,4.099222785870527,0.0,0.2361111111111111,1.367361111111111,240.59159722222225,1.9838335717237083,4,0,0,1,2,0
2007-03-03,0.5688347222222222,4.242,0.206,0.5387863595652465,7.457350675479355,0.0,0.2409722222222222,3.192361111111111,241.28808333333336,2.4285083388596886,5,1,0,1,-1,0
2007-03-04,1.4518749999999998,10.67,0.208,1.8109022660060143,7.349117520447698,1.025,6.049305555555556,6.533333333333333,240.0297986111111,2.787130485964681,6,1,2,0,-1,2
2007-03-05,1.8474527777777776,9.486,0.208,1.6879739517249075,5.134637330979743,3.977083333333333,8.409027777777778,6.9625,240.03090972222225,2.615214466318032,0,0,2,0,-1,2
2007-03-06,0.865625,6.508,0.202,0.9187487115240118,7.51826714801444,0.0,1.2083333333333333,3.263888888888889,240.98806944444445,2.5053330238014104,1,0,0,1,-1,0
2007-03-07,1.6494486111111113,5.98,0.204,1.3953245602192672,3.625453960624889,0.7472222222222222,3.30625,10.772916666666667,240.3235625,2.966157343189209,2,0,2,0,-1,2
2007-03-08,1.0917583333333334,6.354,0.224,1.239105966765082,5.819969315553656,1.5138888888888888,2.3506944444444446,4.621527777777778,240.66542361111112,2.428597278371234,3,0,2,2,-1,1
2007-03-09,0.8837583333333334,5.444,0.22,0.7856486526119284,6.160055067844716,0.7590277777777777,0.2395833333333333,5.99375,240.88846527777775,2.0642103468363158,4,0,1,2,1,0
2007-03-10,1.7254944444444444,6.35,0.22,1.3745720587342534,3.680104575500098,2.868055555555556,3.765277777777778,7.624305555555556,239.80283333333333,2.911932442381242,5,1,2,0,-1,2
2007-03-11,2.417108333333333,7.142,0.228,1.1711840682325405,2.9547703350766934,3.3402777777777777,2.375,6.597222222222222,240.00729166666667,2.400149960206692,6,1,2,0,-1,2
2007-03-12,1.3546305555555556,6.078,0.216,1.0449341322929513,4.486832203122213,0.9743055555555556,1.9729166666666669,8.578472222222222,240.55871527777776,3.373482200418702,0,0,2,0,-1,1
2007-03-13,0.8959333333333334,5.77,0.212,0.9987887068291796,6.440211325247414,0.9375,2.6798611111111112,3.696527777777778,240.89796527777776,2.262787143215073,1,0,1,2,-1,0
2007-03-14,1.245391666666667,6.114,0.224,1.1545171624784376,4.90929894879121,2.420138888888889,0.3333333333333333,5.977083333333334,240.77729166666663,3.094768999710735,2,0,1,0,-1,1
2007-03-15,1.3088986111111112,4.574,0.21,1.083266627363986,3.494541105912838,0.0,2.265972222222222,7.663888888888889,240.28049305555552,2.5291072938712875,3,0,1,2,-1,1
2007-03-16,1.1819819444444446,5.342,0.222,1.0731534029298813,4.519527582556134,0.7680555555555556,3.1972222222222224,3.7291666666666665,239.52713194444445,3.098196392416682,4,0,1,0,-1,1
2007-03-17,1.4083958333333333,5.642,0.206,1.1748510583451204,4.005976066150911,1.5333333333333334,0.2493055555555555,8.524305555555555,238.22465277777775,2.4695813661362,5,1,1,2,-1,1
2007-03-18,1.646559722222222,7.994,0.226,1.5691392099571917,4.854971181495425,4.558333333333334,5.117361111111111,4.066666666666666,241.04781944444443,3.480907295983997,6,1,2,0,-1,2
2007-03-19,1.4948041666666667,7.452,0.214,1.2503256361876265,4.9852684158738745,1.1444444444444444,1.8652777777777776,9.804166666666667,240.49709027777777,2.711161049780805,0,0,2,0,-1,1
2007-03-20,1.4487694444444446,6.55,0.216,1.4397605611912994,4.521078233059857,2.6006944444444446,1.9701388888888889,7.815972222222222,240.8156388888889,3.821756852917711,1,0,2,0,-1,1
2007-03-21,1.487563888888889,5.88,0.218,1.056957014609023,3.952771402908932,1.2951388888888888,2.870138888888889,8.565972222222221,240.9866458333333,3.337978159418584,2,0,2,0,0,1
2007-03-22,1.010401388888889,5.744,0.202,0.91658506461708,5.684869461943753,0.2451388888888888,0.5111111111111111,7.2652777777777775,241.76352777777777,3.51361023732763,3,0,1,2,-1,1
2007-03-23,0.9090333333333334,4.314,0.204,0.8196419693301586,4.745700561035532,0.7826388888888889,0.5395833333333333,5.811805555555556,241.64547916666663,3.4043463685302866,4,0,1,2,-1,0
2007-03-24,2.0614097222222223,7.186,0.2,1.5966665184052828,3.485963960746927,2.574305555555556,4.0256944444444445,11.376388888888888,239.70447222222225,3.7092795191250216,5,1,2,0,-1,2
2007-03-25,2.318362751911049,7.918,0.242,1.2013122908707583,3.415341276283496,3.2175121612230715,2.5017373175816537,6.503127171646977,240.0327588603197,2.908041216796025,6,1,2,0,-1,2
2007-03-26,0.983390277777778,5.804,0.218,0.8601080514017377,5.902031097069237,0.7555555555555555,0.2388888888888889,6.316666666666666,241.3368125,3.1587411472648896,0,0,1,2,-1,1
2007-03-27,0.7674583333333334,5.938,0.212,0.9524884118844432,7.737227862533254,0.0,2.0965277777777778,2.567361111111111,240.60197916666664,2.8552961482262544,1,0,0,1,-1,0
2007-03-28,1.6207625,6.714,0.218,1.327321673940376,4.142494659149628,0.7791666666666667,5.9215277777777775,9.644444444444444,240.4446111111111,3.1066070932518817,2,0,2,0,-1,2
2007-03-29,1.1044486111111111,6.49,0.212,1.099647947389622,5.876235376375592,0.8069444444444445,0.3194444444444444,7.447222222222222,240.5366875,2.818038699546914,3,0,1,2,1,1
2007-03-30,0.9738847222222222,5.098,0.214,0.8902802616655321,5.234705795946075,0.7597222222222222,0.325,5.70625,241.03922916666667,3.0948139773041943,4,0,1,2,1,1
2007-03-31,2.4371597222222223,7.098,0.308,1.3013207283857426,2.9124065752768904,1.8194444444444444,5.352083333333334,12.279166666666669,239.2607708333333,2.608506830260006,5,1,2,0,-1,2
2007-04-01,1.934688888888889,8.16,0.222,1.4205547499176876,4.217732394527975,3.214583333333333,3.750694444444445,13.547916666666667,240.02448611111112,3.180005902473328,6,1,2,0,-1,2
2007-04-02,1.3616513888888888,6.338,0.206,1.0475510383267197,4.654642187947846,1.21875,0.6736111111111112,11.55625,240.4601180555556,3.0230794970591983,0,0,1,2,-1,1
2007-04-03,1.140847222222222,7.928,0.21,1.3179436312459225,6.949221460659111,2.520833333333333,0.7236111111111111,5.303472222222222,240.50495833333332,2.8517794692818974,1,0,2,0,-1,1
2007-04-04,1.4249083333333332,6.266,0.212,1.1245997783660833,4.3974758610203,2.3847222222222224,0.2916666666666667,10.241666666666667,240.33178472222224,2.4602515610715896,2,0,1,0,-1,1
2007-04-05,1.280609722222222,8.102,0.21,1.423730535253956,6.326673817484944,0.7541666666666667,2.970138888888889,7.307638888888889,241.1731041666667,2.529748182769281,3,0,2,0,-1,2
2007-04-06,1.111902777777778,5.812,0.224,1.004046197184094,5.227075708557653,0.0,3.795833333333333,6.365277777777778,241.18445138888887,2.1028739999067545,4,0,1,2,-1,1
2007-04-07,1.079113888888889,5.44,0.216,1.1766989566381525,5.04117318478896,0.7826388888888889,2.160416666666667,4.113194444444445,240.37859027777776,2.1828975837629248,5,1,1,2,-1,1
2007-04-08,1.1172333333333333,3.598,0.208,0.9118121863839938,3.220455291344691,0.0,0.3368055555555556,2.461805555555556,240.3491805555556,1.6625805341998037,6,1,0,2,-1,0
2007-04-09,0.6950833333333333,3.766,0.21,0.7570647599311926,5.418055389042082,1.8520833333333333,0.3569444444444444,2.6395833333333334,240.55048611111116,1.8327493823831271,0,0,0,1,-1,0
2007-04-10,0.5398361111111112,3.076,0.212,0.4538238992881818,5.698025635352293,0.1451388888888889,0.5152777777777777,1.7861111111111112,240.8137013888889,1.6779243547000005,1,0,0,1,-1,0
2007-04-11,0.6163069444444444,2.906,0.212,0.5147247497304727,4.715182955823329,0.0,0.7722222222222223,4.459027777777778,241.1548263888889,1.7660065464281642,2,0,0,1,9,0
2007-04-12,0.3734069444444444,1.542,0.21,0.2811334567809056,4.129542910066096,0.0,0.3756944444444444,1.2625,240.2560625,1.2495541871786056,3,0,0,1,-1,0
2007-04-13,0.3826541666666667,1.466,0.21,0.2865075458925478,3.8311355989416023,0.0,0.3875,1.3805555555555555,240.05048611111116,1.2157633462368187,4,0,0,1,-1,0
2007-04-14,0.3849083333333333,1.526,0.212,0.2879180206029285,3.964580311329537,0.0,0.4013888888888889,1.3944444444444444,240.31314583333327,1.4463268395754094,5,1,0,1,2,0
2007-04-15,0.5042805555555555,3.906,0.122,0.5637374478558692,7.74568830181612,0.0,0.7125,2.009027777777778,240.2366875,1.7474337978743295,6,1,0,1,-1,0
2007-04-16,0.6613819444444444,6.026,0.124,0.8049052663453741,9.111225443358288,0.6611111111111111,0.90625,3.2333333333333334,240.6571388888889,1.7773410136158927,0,0,0,1,-1,0
2007-04-17,0.8498152777777778,6.41,0.14,0.8766192161247344,7.542815677263197,1.0638888888888889,0.2701388888888889,4.304861111111111,240.19566666666668,1.7705618712203863,1,0,0,1,-1,0
2007-04-18,0.6932263888888889,6.054,0.122,0.776786698419657,8.733077818493639,1.0965277777777778,0.2465277777777778,2.3819444444444446,240.14677777777777,1.6877470063763418,2,0,0,1,-1,0
2007-04-19,0.7143458333333332,5.798,0.128,0.6297265959661628,8.116516859830966,0.5090277777777777,1.1145833333333333,3.9916666666666663,240.42984027777777,1.7170700563351804,3,0,0,1,-1,0
2007-04-20,0.5712361111111112,5.814,0.118,0.7870400207407171,10.177927982688614,0.7423611111111111,0.25,2.4298611111111112,240.1328958333333,1.6066386391253025,4,0,0,1,-1,0
2007-04-21,1.162261111111111,7.336,0.112,1.2294766984072902,6.311834690043833,4.565972222222222,0.3215277777777778,7.728472222222222,239.21323611111112,2.8969654295992826,5,1,2,0,-1,0
2007-04-22,1.5511902777777775,6.958,0.138,1.2789670812424907,4.4855876804282016,2.9611111111111112,1.5881944444444445,7.709722222222222,239.6088819444444,2.6577859580299306,6,1,2,0,-1,1
2007-04-23,0.7323375,4.676,0.104,0.7502263656421678,6.385034222609112,0.9736111111111112,0.3513888888888888,4.170138888888889,237.2356458333333,3.609226574951602,0,0,0,1,-1,0
2007-04-24,0.716736111111111,5.638,0.108,0.7279933312101591,7.866214514097472,0.78125,0.3659722222222222,4.638888888888889,235.3449236111111,2.243600487860878,1,0,0,1,-1,0
2007-04-25,0.8778902777777778,4.602,0.106,0.8892194524704037,5.242112957041898,0.0,1.020138888888889,6.1194444444444445,234.94111111111116,1.9552423114111348,2,0,0,1,-1,0
2007-04-26,0.8857402777777778,5.394,0.106,0.8845660879257086,6.089821288846586,0.9194444444444444,1.28125,4.974305555555556,234.7872986111111,2.336627588249575,3,0,0,1,-1,0
2007-04-27,0.7599527777777778,4.658,0.104,0.90268431626783,6.129328211182712,1.2305555555555556,0.3784722222222222,3.3027777777777776,235.21616666666668,1.7318992695640802,4,0,0,1,-1,0
2007-04-28,1.0827619047619048,1.478,0.488,0.4281128244705951,1.3650277069223329,0.0,0.8571428571428571,0.0,233.98619047619047,1.1872172345046048,5,1,1,2,-1,1
2007-04-30,0.73059375,3.966,0.138,0.8144515326412857,5.428461439753625,2.107638888888889,0.8680555555555556,1.9635416666666667,234.87003472222224,2.1403551916955927,0,0,0,1,-1,0
2007-05-01,1.1554569444444445,6.096,0.126,1.1133166682055686,5.275834836867088,2.78125,0.6909722222222222,5.934722222222222,234.6787013888889,2.552381529935436,1,0,2,0,-1,0
2007-05-02,0.6968652777777777,5.76,0.122,0.6677569965471921,8.265586166623152,0.0048611111111111,1.0347222222222223,2.6069444444444443,235.58207638888888,1.694453464850206,2,0,0,1,-1,0
2007-05-03,0.7571097222222223,4.712,0.106,0.8035407669721326,6.223668593463078,1.323611111111111,1.1979166666666667,5.441666666666666,235.1348888888889,2.153130529875341,3,0,0,1,-1,0
2007-05-04,0.6931444444444445,5.702,0.112,0.8905908783202836,8.226279595402593,1.56875,0.3736111111111111,2.770833333333333,235.71019444444445,2.442163702127344,4,0,0,1,-1,0
2007-05-05,1.0854527777777778,5.642,0.11,1.036089373685157,5.197830910296011,2.0229166666666667,1.73125,7.8493055555555555,235.03502083333333,2.2079567717438096,5,1,0,2,-1,0
2007-05-06,1.4597944444444444,6.126,0.13,1.116840837353394,4.196481239748366,2.232638888888889,0.6590277777777778,7.010416666666667,234.4096527777778,2.599886781411205,6,1,2,0,-1,0
2007-05-07,1.1414333333333333,7.572,0.118,1.1717913614878464,6.633764565020589,0.6569444444444444,3.427083333333333,6.550694444444445,234.5369722222222,2.731373916889273,0,0,2,0,-1,0
2007-05-08,1.2425638888888888,7.672,0.128,1.1678211300900476,6.174330405545881,3.18125,1.3965277777777778,6.095138888888889,234.9062361111111,1.9837938607144223,1,0,2,0,-1,0
2007-05-09,1.1567611111111111,6.356,0.116,1.1485286347731307,5.494652213796184,2.095833333333333,3.910416666666667,6.579166666666667,234.8737222222222,2.097349008230958,2,0,2,0,-1,0
2007-05-10,0.4915861111111111,4.276,0.112,0.6202291811855025,8.698374309915183,0.6569444444444444,0.3708333333333333,2.2645833333333334,235.7962569444444,1.7786514331734506,3,0,0,1,-1,0
2007-05-11,0.6799680555555555,4.724,0.11,0.6778406146796981,6.947385191706311,0.6430555555555556,0.3409722222222222,4.49375,235.22975694444443,1.7604145412783534,4,0,0,1,-1,0
2007-05-12,1.0010875,7.172,0.148,1.0008804674875291,7.164208922796457,1.5604166666666666,0.7465277777777778,7.227777777777778,234.72290277777776,1.667629108201798,5,1,0,1,-1,0
